2022-06-29 11:47:56,8.99,3104,R$13053.50
2022-06-29 11:48:04,1.00,2868,$8130.00
2022-06-29 11:48:15,1.15,2240,RS11367.50
2022-06-29 11:48:56,6.81,1998,R$12980.00
2022-06-29 11:49:35,5.53,3079,RS6813.15
2022-06-29 11:50:45,36.37,2161,RS13781.16
2022-06-29 11:52:13,72.80,2992,R$10977.00
2022-06-29 11:53:15,15.22,3187,R$5940.00
2022-06-29 11:53:34,1.73,3183,$6269.35
2022-06-29 11:53:58,yys:)4,1903,R$6688.00
2022-06-29 11:54:36,5.20,2632,R$10980.00
2022-06-29 11:55:00,2.37,3219,R$7526.32
2022-06-29 11:55:32,3.64,2884,R$3763.16
2022-06-29 11:55:59,ya)4,3246,R$12414.00
2022-06-29 11:56:28,ya:):)6,2784,R$7226.32
2022-06-29 11:57:11,7.15,2843,R$5245.32
2022-06-29 11:58:07,15.87,3211,R$5736.00
2022-06-29 11:58:19,1.17,3489,R$4457.24
2022-06-29 12:00:07,344.48),2262,$5080.00
2022-06-29 12:00:42,3.33,4256,RS15547.94
2022-06-29 12:01:17,4.39,3683,$7610.00
2022-06-29 12:01:32,1.40,4112,R$7996.24
2022-06-29 12:02:04,3.74,2962,R$14652.12
2022-06-29 12:02:16,1.07,4023,$7538.00
2022-06-29 12:03:07,11.97%,3219,$4800.00
2022-06-29 12:03:17,1.00,3494,R$432212
2022-06-29 12:03:51,4.31,4003,R$8246.24
2022-06-29 12:04:03,1.10,3013,R$3235.90
2022-06-29 12:04:42,5.89,4254,R$8955.68
2022-06-29 12:04:53,1.05,2646,R$4455.20
2022-06-29 12:05:03,1.00,4168,$7601.63
2022-06-29 12:05:34,3.42,3437,R$6681.96
2022-06-29 12:05:44,1.00,3327,RS6919.48
2022-06-29 12:06:00,1.42,3137,R$8917.01
2022-06-29 12:06:27,yawi)4,3856,R$17109.96
2022-06-29 12:06:49,2.11,2779,$7069.90
2022-06-29 12:07:14,2.44,2904,$6592.00
2022-06-29 12:07:24,1.00,3266,R$11600.00
2022-06-29 12:07:50,2.66,2725,R$14084.96
2022-06-29 12:08:20,3.23,3316,R$13084.96
2022-06-29 12:08:41,1.90,3409,R$11034.96
2022-06-29 12:08:58,1.51,3143,RS11584.96
2022-06-29 12:09:09,1.00,3232,R$10669.92
2022-06-29 12:09:48,6.03,3290,R$10291.92
2022-06-29 12:10:02,1.24,3667,R$7472.96
2022-06-29 12:10:31,3.16,2594,RS9716.67
2022-06-29 12:11:07,4.67,2803,RS4419.48
2022-06-29 12:11:21,1.26,3256,R$40686.48
2022-06-29 12:11:35,1.29,3022,R$40756.96
2022-06-29 12:12:26,11.49,3151,R$30569.92
2022-06-29 12:12:37,1.08,3884,R$9760.45
2022-06-29 12:12:54,1.51,2854,R$10429.00
2022-06-29 12:13:35,6.67,3681,R$27317.48
2022-06-29 12:14:18,6.89,2787,$5175.00
2022-06-29 12:15:19,21.17,2901,RS7311.48
2022-06-29 12:15:33,1.31,3089,R$10107.00
2022-06-29 12:15:43,1.00,2441,R$6392.00
2022-06-29 12:16:05,1.98,2927,$7500.00
2022-06-29 12:16:15,1.00,3533,RS12686.24
2022-06-29 12:16:38,2.21,3361,R$37692.48
2022-06-29 12:16:48,1.00,3572,R$13190.96
2022-06-29 12:17:51,24.63,3126,R$12384.96
2022-06-29 12:18:03,1.12,3477,R$12799.00
2022-06-29 12:18:16,1.24,3301,R$15435.89
2022-06-29 12:18:30,1.22,2991,R$17785.00
2022-06-29 12:18:44,1.22,2923,$9734.00
2022-06-29 12:19:09,2.48,3032,R$12616.00
2022-06-29 12:19:21,1.14,3210,R$25300.00
2022-06-29 12:19:58,5.00,2777,R$20370.00
2022-06-29 12:20:18,1.80,2447,RS6854.48
