2022-06-28 17:32:40,2.59,3327,R$9576.56
2022-06-28 17:32:50,1.01,3143,$5005.28
2022-06-28 17:33:25,4.07,3754,R$7968.00
2022-06-28 17:33:35,1.09,3208,R$24409.00
2022-06-28 17:34:01,2.52,3905,R$9137.38
2022-06-28 17:34:16,1.38,2968,R$5506.35
2022-06-28 17:34:44,3.04,3945,$7900.00
2022-06-28 17:35:28,1.39,3634,$8058.56
2022-06-28 17:35:45,1.56,3412,$7810.28
2022-06-28 17:36:33,9.53,3581,R$9689.56
2022-06-28 17:37:18,8.05,4453,R$8628.75
2022-06-28 17:37:28,1.00,3349,RS$4347.94
2022-06-28 17:37:40,1.14,2722,R$7061.86
2022-06-28 17:37:50,1.00,3419,R$12073.72
2022-06-28 17:38:01,1.00,3360,R$12735.88
2022-06-28 17:38:35,4.16,3336,RS18625.91
2022-06-28 17:39:10,4.62,4245,R$7940.96
2022-06-28 17:39:23,1.21,4025,R$5739.36
2022-06-28 17:39:47,1.93,2830,R$4725.30
2022-06-28 17:40:05,1.98,3659,R$8234.98
2022-06-28 17:40:38,4.11,3925,R$9535.30
2022-06-28 17:40:57,1.59,4546,R$6151.93
2022-06-28 17:41:35,5.50,3378,$7380.00
2022-06-28 17:42:19,2.84,3636,R$6428.00
2022-06-28 17:43:04,16.69,3073,R$4850.00
2022-06-28 17:43:29,2.45,3910,$7835.48
2022-06-28 17:43:39,1.00,3302,R$8894.00
2022-06-28 17:43:52,1.16,2880,R$6484.00
2022-06-28 17:44:18,2.64,2942,$5300.00
2022-06-28 17:45:06,9.87,4010,R$8000.84
2022-06-28 17:45:31,2.43,3789,RS7136.74
2022-06-28 17:45:45,1.26,2639,R$6950.00
2022-06-28 17:46:14,3.14,2118,$4150.00
2022-06-28 17:46:34,1.89,3529,R$8527.04
2022-06-28 17:46:47,1.14,3619,R$9913.00
2022-06-28 17:47:05,1.66,3116,R$5893.36
2022-06-28 17:47:31,2.64,3757,$9050.00
2022-06-28 17:47:45,1.30,4035,R$7323.04
2022-06-28 17:47:56,1.01,3164,$7300.00
2022-06-28 17:48:19,2.09,3059,$8050.00
2022-06-28 17:48:40,2.02,2993,$7500.00
2022-06-28 17:49:03,2.22,3141,R$9243.11
2022-06-28 17:49:47,3.05,2474,R$9422.00
2022-06-28 17:50:06,1.77,3299,$9312.08
2022-06-28 17:50:22,1.36,3104,R$9826.00
2022-06-28 17:52:44,16.72,2988,$9876.87
2022-06-28 17:53:41,1.55,3116,R$12385.00
2022-06-28 17:54:17,2.74,3573,R$8734.00
2022-06-28 17:56:27,1.26,2198,R$20000.00
2022-06-28 17:56:35,1.99,2597,R$20000.00
2022-06-28 17:56:46,1.27,2875,R$34387.50
2022-06-28 17:57:26,5.94,2596,R$34963.50
2022-06-28 17:57:42,1.42,3066,R$33060.00
2022-06-28 17:58:03,1.98,2445,R$74635.00
2022-06-28 17:58:32,2.87,2549,R$26624.60
2022-06-28 17:59:06,4.58,2806,R$4857.50
2022-06-28 17:59:16,1.00,2835,RS16493.18
2022-06-28 17:59:33,1.56,2345,R$25975.00
2022-06-28 18:00:51,11.38,3458,R$12100.00
2022-06-28 18:01:26,4.46,2602,$8600.00
2022-06-28 18:01:45,1.67,2552,$4700.00
2022-06-28 18:01:59,1.26,2035,R$6190.00
2022-06-28 18:02:10,1.07,2231,R$9618.18
2022-06-28 18:02:20,1.02,2544,R$10029.69
2022-06-28 18:03:06,8.43,2589,R$10516.36
2022-06-28 18:03:16,1.01,3531,$8213.00
2022-06-28 18:03:38,2.05,2436,$7120.00
2022-06-28 18:03:55,1.56,2649,$4404.00
2022-06-28 18:04:13,1.58,3066,RS7158.14
2022-06-28 18:04:30,1.56,2769,R$9640.00
2022-06-28 18:06:17,326.96),2815,$9563.00
2022-06-28 18:06:28,1.09,3031,R$4560.71
2022-06-28 18:07:04,4.71,2241,
2022-06-28 18:07:32,ya)4,2431,$4491.00
2022-06-28 18:07:44,1.10,2646,$9113.80
2022-06-28 18:07:54,1.00,2404,$8295.00
2022-06-28 18:08:57,7TD,2622,$7499.00
2022-06-28 18:09:12,1.44,3106,R$6338.00
2022-06-28 18:11:52,1.65,2344,R$11381.60
2022-06-28 18:12:52,4.32,2468,R$6208.00
2022-06-28 18:13:29,1.97,3235,R$8372.82
2022-06-28 18:15:16,13.87,2679,R$6255.00
2022-06-28 18:16:34,er),3126,R$9311.65
2022-06-28 18:16:52,2.54,3416,RS8778.45,
2022-06-28 18:17:11,1.70,2958,R$5960.00
2022-06-28 18:17:35,2.01,4012,R$7882.27
2022-06-28 18:18:30,1.24,3675,R$10350.00
2022-06-28 18:19:00,2.62,3660,R$7652.51
2022-06-28 18:20:31,15.79,3603,$5722.00
2022-06-28 18:22:36,1.11,3068,$4929.30
2022-06-28 18:22:53,1.27,1910,R$42.73
2022-06-28 18:23:56,1.08,3081,$9833.00
2022-06-28 18:24:19,4.39,3081,$9833.00
2022-06-28 18:24:35,1.41,3317,$7685.00
2022-06-28 18:24:45,1.02,2754,$7057.08
2022-06-28 18:25:37,12.66,3172,R$6928.00
2022-06-28 18:25:48,1.05,3042,$6740.00
2022-06-28 18:25:59,1.00,2486,$3930.00
2022-06-28 18:26:09,1.03,3511,$8200.00
2022-06-28 18:26:35,2.68,3104,R$8167.92
2022-06-28 18:27:03,2.92,3207,$6678.00
2022-06-28 18:27:28,2.37,2795,$6625.00
2022-06-28 18:27:41,1.25,2481,$5262.00
2022-06-28 18:27:52,1.00,1995,R$6100.00
2022-06-28 18:28:10,1.71,2299,$7052.00
2022-06-28 18:28:34,yays:)4,3530,R$10657.36
2022-06-28 18:29:22,9.61,3432,R$10085.00
2022-06-28 18:30:46,82.96,3193,R$9275.00
2022-06-28 18:31:49,24.40,2747,R$5542.00
2022-06-28 18:32:10,1.90,2883,$6101.00
2022-06-28 18:32:55,8.16,2087,R$5087.50
2022-06-28 18:33:48,13.16,3081,R$6637.40
2022-06-28 18:34:08,1.81,3640,R$8847.29
2022-06-28 18:34:25,1.52,3163,$5755.00
2022-06-28 18:34:54,Ky4:)4,2894,$7340.00
2022-06-28 18:35:11,1.56,4006,R$8558.00
2022-06-28 18:35:43,3.63,2962,R$10555.00
