2022-06-29 16:44:09,2.04,2997,R$6157.40
2022-06-29 16:44:30,1.87,2523,R$5564.00
2022-06-29 16:44:40,1.01,3270,R$6899.32
2022-06-29 16:45:27,9.34,2802,$8703.16
2022-06-29 16:45:37,1.00,3008,$3468.70
2022-06-29 16:46:43,28.11,2426,RS5546.47
2022-06-29 16:46:57,1.25,2692,R$3248.93
2022-06-29 16:47:12,1.36,2844,R$6040.00
2022-06-29 16:47:50,5.31,3034,R$7264.00
2022-06-29 16:48:08,1.64,2740,R$5856.04
2022-06-29 16:48:19,1.10,2516,RS7142.08
2022-06-29 16:48:44,2.36,2997,R$6610.00
2022-06-29 16:48:54,1.00,2711,R$7982.08
2022-06-29 16:49:09,1.35,2513,$4170.00
2022-06-29 16:49:25,1.39,3188,R$6690.00
2022-06-29 16:50:07,7.05,2894,$6740.00
2022-06-29 16:50:36,3.05,2646,R$6647.50
2022-06-29 16:51:37,21.88,2640,R$5937.86
2022-06-29 16:51:54,1.00,2902,R$5616.27
2022-06-29 16:52:04,1.00,2169,$7953.86
2022-06-29 16:52:19,1.38,2277,R$12937.86
2022-06-29 16:52:29,1.02,2987,$8398.00
2022-06-29 16:52:59,3.17,2752,R$4184.00
2022-06-29 16:53:09,1.02,3416,R$15050.00
2022-06-29 16:53:27,1.61,2512,R$6400.00
2022-06-29 16:53:54,2.84,2478,R$5976.00
2022-06-29 16:54:11,1.50,2605,R$5437.00
2022-06-29 16:54:29,1.60,2227,$5970.00
2022-06-29 16:54:41,1.15,2773,$7025.00
2022-06-29 16:55:17,4.62,2623,R$5974.23
2022-06-29 16:55:36,svA:)«,2612,R$3783.00
2022-06-29 16:55:56,1.73,2218,$3470.00
2022-06-29 16:56:07,1.05,2316,R$4876.52
2022-06-29 16:56:17,1.02,2387,R$5863.30
2022-06-29 16:56:37,1.80,2620,$5370.00
2022-06-29 16:57:13,4.93,2882,R$6380.00
2022-06-29 16:57:26,1.15,2652,RS14119.86
2022-06-29 16:57:41,1.42,1979,R$14644.00
2022-06-29 16:58:23,6.56,2045,$5494.00
2022-06-29 16:58:37,1.25,2218,R$3765.18
2022-06-29 16:58:50,1.24,1679,R$4850.00
2022-06-29 16:59:22,3.53,2315,R$5430.52
2022-06-29 16:59:38,1.42,1983,$9775.00
2022-06-29 16:59:54,1.46,1706,$3890.00
2022-06-29 17:00:15,1.93,2576,
2022-06-29 17:00:30,1.38,2632,
2022-06-29 17:00:59,EK)¢,2450,
2022-06-29 17:01:11,1.13,2286,
2022-06-29 17:01:33,2.07,1705,
2022-06-29 17:01:58,2.47,1895,
2022-06-29 17:02:15,1.43,2314,$7355.00
2022-06-29 17:02:27,1.21,2094,RS4119.43
2022-06-29 17:02:39,1.09,2116,$5780.00
2022-06-29 17:03:05,2.66,1991,$6497.80
