2022-06-28 16:34:29,2.49,2940,R$10280.48
2022-06-28 16:34:38,1.00,2986,R$8716.02
2022-06-28 16:35:20,6.53,2427,$5230.00
2022-06-28 16:35:43,2.19,2407,$3184.00
2022-06-28 16:35:57,1.28,2279,$5747.00
2022-06-28 16:36:08,1.02,2316,$8850.00
2022-06-28 16:37:38,13.63,2694,RS7715.36
2022-06-28 16:37:51,ih:,2235,R$4685.94
2022-06-28 16:38:33,6.97,1735,$3709.92
2022-06-28 16:38:56,2.18,2442,$5039.92
2022-06-28 16:39:29,4.00,1803,R$3650.00
2022-06-28 16:39:57,2.87,2165,R$4947.00
2022-06-28 16:40:13,1.43,2077,R$2793.78
2022-06-28 16:40:25,1.18,1956,R$3832.78
2022-06-28 16:40:45,1.82,2053,R$3266.00
2022-06-28 16:41:06,1.82,2657,RS6563.35
2022-06-28 16:41:21,1.36,3115,RS14756.48
2022-06-28 16:41:46,2.52,3014,R$22377.48
2022-06-28 16:41:57,1.00,3303,R$6486.37
2022-06-28 16:42:11,1.33,2834,R$6040.00
2022-06-28 16:42:27,1.38,2559,R$4846.00
2022-06-28 16:43:09,7.02,2553,$4475.00
2022-06-28 16:44:06,16.80,2853,R$4873.00
